Country,Region,Cause,year,month,fires_count,burned_area_ha,temperature_c,humidity_percent,wind_speed_kmh
France,Provence,Climate Change,1953,6,40,93099,23,69,51
China,Yunnan,Climate Change,1953,6,47,18400,33,13,38
China,Sichuan,Human,1953,7,96,18327,38,32,37
India,Madhya Pradesh,Unknown,1953,8,324,71174,28,43,9
India,Assam,Lightning,1953,8,275,1386,31,90,65
Turkey,Mugla,Climate Change,1954,8,214,54683,30,73,3
Turkey,Antalya,Human,1954,8,352,60764,41,35,42
Turkey,Izmir,Lightning,1954,8,51,3492,43,5,58
Spain,Catalonia,Lightning,1954,6,32,87993,36,45,20
Spain,Andalusia,Deforestation,1954,5,182,48040,48,43,8
USA,California,Unknown,1954,8,361,36050,29,28,27
USA,Texas,Lightning,1954,9,222,37969,24,21,3
USA,Oregon,Lightning,1954,9,31,1811,23,90,24
Brazil,Amazonas,Climate Change,1954,5,31,76859,31,88,44
Brazil,Mato Grosso,Unknown,1954,8,343,96290,21,74,26
Greece,Athens,Human,1954,5,63,11248,31,90,63
Greece,Crete,Unknown,1954,5,433,50933,16,70,15
Australia,New South Wales,Unknown,1954,9,249,41883,46,59,29
Australia,Victoria,Lightning,1954,10,221,12903,17,5,18
Portugal,Lisbon,Climate Change,1954,10,52,56481,33,38,50
Portugal,Porto,Deforestation,1954,6,435,22602,39,30,57
Italy,Sicily,Human,1954,10,274,32049,18,83,33
Italy,Sardinia,Human,1954,6,338,27485,34,78,11
Russia,Siberia,Climate Change,1954,7,220,27013,42,31,41
Russia,Far East,Unknown,1954,5,131,45444,21,13,17
Canada,British Columbia,Deforestation,1954,9,358,94175,39,61,52
Canada,Alberta,Deforestation,1954,9,388,78843,31,41,14
France,Corsica,Human,1954,10,479,2487,46,12,57
France,Provence,Unknown,1954,9,108,90550,35,90,43
China,Yunnan,Human,1954,6,462,86579,31,34,27
China,Sichuan,Deforestation,1954,9,385,22353,35,21,47
India,Madhya Pradesh,Climate Change,1954,9,441,74955,33,75,66
India,Assam,Lightning,1954,9,381,26537,16,63,6
Turkey,Mugla,Deforestation,1955,9,291,11567,44,52,7
Turkey,Antalya,Unknown,1955,9,276,16304,45,38,65
Turkey,Izmir,Deforestation,1955,9,135,44140,25,29,43
Spain,Catalonia,Climate Change,1955,6,178,94366,24,26,30
Spain,Andalusia,Deforestation,1955,5,65,99083,15,69,63
USA,California,Climate Change,1955,10,107,15775,36,94,54
USA,Texas,Lightning,1955,10,164,93421,45,16,39
USA,Oregon,Climate Change,1955,7,198,43415,25,29,36
Brazil,Amazonas,Deforestation,1955,7,282,5128,46,76,65
Brazil,Mato Grosso,Lightning,1955,8,110,68199,18,24,10
Greece,Athens,Unknown,1955,6,362,7804,33,18,22
Greece,Crete,Human,1955,7,297,6741,21,18,7
Australia,New South Wales,Lightning,1955,9,19,17323,15,73,21
Australia,Victoria,Lightning,1955,6,246,94693,28,9,6
Portugal,Lisbon,Unknown,1955,9,207,81108,29,23,65
Portugal,Porto,Human,1955,10,166,43419,26,93,57
Italy,Sicily,Lightning,1955,5,206,58460,32,49,57
Italy,Sardinia,Human,1955,6,62,21811,21,80,11
Russia,Siberia,Climate Change,1955,9,345,79030,49,74,15
Russia,Far East,Climate Change,1955,8,497,81013,49,56,39
Canada,British Columbia,Unknown,1955,8,476,6214,33,72,67
Canada,Alberta,Climate Change,1955,9,450,3677,44,34,52
France,Corsica,Human,1955,10,348,84815,24,86,20
France,Provence,Human,1955,5,407,40763,37,56,5
China,Yunnan,Human,1955,10,264,35944,37,65,56
China,Sichuan,Unknown,1955,7,17,59121,22,29,45
India,Madhya Pradesh,Unknown,1955,8,342,39533,28,19,17
India,Assam,Lightning,1955,6,162,15489,45,81,21
Turkey,Mugla,Lightning,1956,5,374,4742,47,65,56
Turkey,Antalya,Climate Change,1956,7,12,25827,21,6,7
Turkey,Izmir,Unknown,1956,8,244,85197,46,49,43
Spain,Catalonia,Deforestation,1956,9,370,34412,37,79,50
Spain,Andalusia,Lightning,1956,6,199,59502,49,19,32
USA,California,Human,1956,8,450,4607,34,29,2
USA,Texas,Lightning,1956,7,201,15405,48,70,19
USA,Oregon,Lightning,1956,9,247,89463,25,66,33
Brazil,Amazonas,Unknown,1956,6,182,22625,24,90,23
Brazil,Mato Grosso,Unknown,1956,7,471,23604,46,56,37
Greece,Athens,Human,1956,8,338,5639,35,68,62
Greece,Crete,Unknown,1956,6,482,36034,45,31,59
Australia,New South Wales,Climate Change,1956,5,413,76968,41,12,10
Australia,Victoria,Deforestation,1956,8,253,81612,29,41,40
Portugal,Lisbon,Unknown,1956,10,215,30108,31,23,64
Portugal,Porto,Deforestation,1956,7,339,89709,37,71,63
Italy,Sicily,Deforestation,1956,7,150,84220,34,62,51
Italy,Sardinia,Climate Change,1956,5,339,32621,43,14,14
Russia,Siberia,Unknown,1956,6,219,58434,17,89,54
Russia,Far East,Human,1956,6,328,4388,47,74,8
Canada,British Columbia,Deforestation,1956,7,176,1700,40,48,13
Canada,Alberta,Unknown,1956,10,337,62905,34,42,60
France,Corsica,Climate Change,1956,6,56,39523,48,43,42
France,Provence,Human,1956,5,368,6920,29,36,9
China,Yunnan,Human,1956,5,22,83520,19,86,37
China,Sichuan,Lightning,1956,5,411,82024,38,21,23
India,Madhya Pradesh,Lightning,1956,9,19,85845,39,57,22
India,Assam,Unknown,1956,10,454,66936,33,70,15
Turkey,Mugla,Deforestation,1957,8,294,80391,23,75,31
Turkey,Antalya,Unknown,1957,9,479,62498,49,17,47
Turkey,Izmir,Unknown,1957,5,497,8025,17,23,29
Spain,Catalonia,Human,1957,5,497,97258,26,18,47
Spain,Andalusia,Unknown,1957,7,275,14742,22,73,63
USA,California,Unknown,1957,7,67,19623,38,10,58
USA,Texas,Climate Change,1957,10,487,47410,17,79,4
USA,Oregon,Deforestation,1957,8,334,67012,24,37,68
Brazil,Amazonas,Climate Change,1957,9,144,72079,38,48,58
Brazil,Mato Grosso,Unknown,1957,9,489,94171,35,80,52
Greece,Athens,Climate Change,1957,9,64,90646,20,77,66
Greece,Crete,Human,1957,8,190,68273,36,38,57
Australia,New South Wales,Unknown,1957,7,263,4621,35,6,57
Australia,Victoria,Unknown,1957,6,91,61277,44,82,38
Portugal,Lisbon,Unknown,1957,5,38,87244,36,35,8
Portugal,Porto,Unknown,1957,5,153,19827,33,52,12
Italy,Sicily,Unknown,1957,9,246,11664,37,19,45
Italy,Sardinia,Human,1957,7,356,42285,35,55,59
Russia,Siberia,Lightning,1957,5,348,68717,45,15,17
Russia,Far East,Human,1957,9,205,74742,40,12,25
Canada,British Columbia,Lightning,1957,7,371,36609,36,59,63
Canada,Alberta,Climate Change,1957,8,308,41191,22,5,48
France,Corsica,Climate Change,1957,8,249,17710,38,51,19
France,Provence,Climate Change,1957,8,416,34864,44,5,47
China,Yunnan,Deforestation,1957,9,35,85801,39,32,17
China,Sichuan,Lightning,1957,10,441,50613,37,31,18
India,Madhya Pradesh,Deforestation,1957,9,182,25611,31,65,51
India,Assam,Unknown,1957,6,94,51642,22,59,59
Turkey,Mugla,Climate Change,1958,9,204,98806,37,36,11
Turkey,Antalya,Climate Change,1958,7,181,4644,17,55,12
Turkey,Izmir,Deforestation,1958,10,86,3433,19,13,29
Spain,Catalonia,Climate Change,1958,7,480,37950,35,66,47
Spain,Andalusia,Deforestation,1958,10,170,8596,31,43,31
USA,California,Deforestation,1958,9,5,19459,22,73,31
USA,Texas,Deforestation,1958,7,12,42964,44,83,37
USA,Oregon,Climate Change,1958,8,159,15897,30,48,28
Brazil,Amazonas,Deforestation,1958,9,257,27098,29,32,8
Brazil,Mato Grosso,Lightning,1958,10,246,11985,34,42,62
Greece,Athens,Unknown,1958,6,62,80394,32,54,53
Greece,Crete,Climate Change,1958,10,375,97017,35,70,44
Australia,New South Wales,Human,1958,6,155,30512,23,11,42
Australia,Victoria,Unknown,1958,10,69,40549,28,36,3
Portugal,Lisbon,Unknown,1958,6,247,21795,39,53,9
Portugal,Porto,Climate Change,1958,8,195,67601,37,36,9
Italy,Sicily,Deforestation,1958,9,20,50381,32,39,53
Italy,Sardinia,Lightning,1958,9,351,21684,45,65,65
Russia,Siberia,Deforestation,1958,9,365,62597,17,21,47
Russia,Far East,Climate Change,1958,10,295,39123,18,65,18
Canada,British Columbia,Lightning,1958,8,182,59325,32,63,28
Canada,Alberta,Unknown,1958,6,270,41391,25,88,52
France,Corsica,Unknown,1958,5,287,85286,44,13,54
France,Provence,Human,1958,9,314,6920,18,68,52
China,Yunnan,Unknown,1958,7,460,53343,37,83,32
China,Sichuan,Lightning,1958,10,318,93530,32,8,23
India,Madhya Pradesh,Human,1958,7,339,67270,28,52,66
India,Assam,Lightning,1958,9,245,21629,30,42,11
Turkey,Mugla,Unknown,1959,6,297,19263,34,53,15
Turkey,Antalya,Unknown,1959,10,167,77184,32,48,67
Turkey,Izmir,Lightning,1959,6,447,6516,32,26,59
Spain,Catalonia,Climate Change,1959,9,5,88379,39,35,32
Spain,Andalusia,Unknown,1959,6,407,18328,24,26,24
USA,California,Lightning,1959,8,219,90610,17,91,21
USA,Texas,Human,1959,9,113,66187,22,22,42
USA,Oregon,Climate Change,1959,10,415,40178,19,77,8
Brazil,Amazonas,Lightning,1959,5,472,39021,18,28,42
Brazil,Mato Grosso,Deforestation,1959,5,405,26832,21,77,13
Greece,Athens,Climate Change,1959,9,263,62898,24,37,47
Greece,Crete,Human,1959,7,312,21259,18,72,30
Australia,New South Wales,Unknown,1959,9,194,96159,34,45,66
Australia,Victoria,Lightning,1959,10,452,90034,34,41,65
Portugal,Lisbon,Deforestation,1959,7,346,87173,31,66,25
Portugal,Porto,Deforestation,1959,7,369,35516,29,54,30
Italy,Sicily,Human,1959,6,36,85178,28,72,65
Italy,Sardinia,Unknown,1959,8,32,90481,48,81,40
Russia,Siberia,Human,1959,8,196,9404,42,21,56
Russia,Far East,Deforestation,1959,6,84,2793,17,45,61
Canada,British Columbia,Climate Change,1959,9,302,66007,31,75,29
Canada,Alberta,Human,1959,10,17,39519,29,40,16
France,Corsica,Unknown,1959,10,121,39342,49,56,11
France,Provence,Climate Change,1959,10,177,63069,43,27,58
China,Yunnan,Deforestation,1959,6,25,211,24,80,31
China,Sichuan,Lightning,1959,9,311,41220,28,26,65
India,Madhya Pradesh,Deforestation,1959,9,389,86612,29,40,48
India,Assam,Lightning,1959,10,218,89219,47,43,24
Turkey,Mugla,Lightning,1960,7,187,7269,43,71,37
Turkey,Antalya,Human,1960,9,379,25096,37,49,17
Turkey,Izmir,Lightning,1960,6,310,54052,29,52,50
Spain,Catalonia,Unknown,1960,5,176,30573,20,12,46
Spain,Andalusia,Lightning,1960,6,228,6934,18,43,25
USA,California,Lightning,1960,6,285,88967,26,5,51
USA,Texas,Deforestation,1960,5,212,12520,18,10,27
USA,Oregon,Human,1960,5,107,98011,28,59,10
Brazil,Amazonas,Climate Change,1960,9,182,41698,34,76,22
Brazil,Mato Grosso,Climate Change,1960,5,109,18166,45,10,5
Greece,Athens,Deforestation,1960,7,353,77965,15,59,16
Greece,Crete,Human,1960,9,178,56477,33,43,4
Australia,New South Wales,Human,1960,10,295,70493,43,54,63
Australia,Victoria,Deforestation,1960,8,378,73329,42,62,31
Portugal,Lisbon,Climate Change,1960,6,395,92938,49,56,15
Portugal,Porto,Climate Change,1960,9,296,27838,36,76,16
Italy,Sicily,Unknown,1960,5,73,4899,25,22,43
Italy,Sardinia,Climate Change,1960,5,34,60658,30,77,35
Russia,Siberia,Human,1960,7,273,88830,19,90,32
Russia,Far East,Deforestation,1960,7,290,21752,20,36,43
Canada,British Columbia,Deforestation,1960,9,194,11580,36,92,40
Canada,Alberta,Lightning,1960,10,418,3106,46,35,41
France,Corsica,Lightning,1960,5,195,31239,27,14,33
France,Provence,Lightning,1960,5,168,70143,22,84,2
China,Yunnan,Human,1960,10,385,15919,42,49,59
China,Sichuan,Deforestation,1960,5,389,20611,38,78,37
India,Madhya Pradesh,Deforestation,1960,5,256,98517,24,87,46
India,Assam,Climate Change,1960,6,97,63527,43,85,11
Turkey,Mugla,Unknown,1961,7,377,58700,45,25,61
Turkey,Antalya,Climate Change,1961,7,318,22540,40,55,37
Turkey,Izmir,Deforestation,1961,8,213,15254,28,53,2
Spain,Catalonia,Lightning,1961,5,149,14419,48,18,60
Spain,Andalusia,Human,1961,5,263,58309,16,38,10
USA,California,Climate Change,1961,10,88,8824,39,48,26
USA,Texas,Unknown,1961,5,107,70433,40,61,38
USA,Oregon,Lightning,1961,9,336,89851,34,13,30
Brazil,Amazonas,Deforestation,1961,7,152,24122,41,89,45
Brazil,Mato Grosso,Lightning,1961,7,117,3626,37,19,14
Greece,Athens,Human,1961,8,136,97179,48,38,18
Greece,Crete,Deforestation,1961,8,274,76037,27,59,67
Australia,New South Wales,Unknown,1961,6,121,32648,26,30,62
Australia,Victoria,Lightning,1961,8,327,88759,32,57,64
Portugal,Lisbon,Deforestation,1961,9,287,66946,15,10,12
Portugal,Porto,Climate Change,1961,6,491,22583,35,89,19
Italy,Sicily,Climate Change,1961,9,279,94567,32,33,26
Italy,Sardinia,Deforestation,1961,9,258,52258,33,53,66
Russia,Siberia,Human,1961,10,343,67607,31,25,16
Russia,Far East,Human,1961,6,491,61843,18,49,33
Canada,British Columbia,Human,1961,8,249,10276,21,77,66
Canada,Alberta,Lightning,1961,6,314,44258,23,72,24
France,Corsica,Deforestation,1961,10,367,51024,22,29,36
France,Provence,Unknown,1961,5,278,45042,31,73,16
China,Yunnan,Lightning,1961,6,498,79414,19,52,27
China,Sichuan,Climate Change,1961,10,368,2465,23,24,58
India,Madhya Pradesh,Human,1961,9,156,52431,34,64,49
India,Assam,Climate Change,1961,10,368,6572,31,18,20
Turkey,Mugla,Unknown,1962,7,199,7108,46,15,3
Turkey,Antalya,Human,1962,6,385,43252,42,44,47
Turkey,Izmir,Climate Change,1962,9,264,33801,33,33,36
Spain,Catalonia,Unknown,1962,8,74,4574,22,59,67
Spain,Andalusia,Climate Change,1962,9,428,16220,45,52,62
USA,California,Climate Change,1962,8,170,46727,27,41,48
USA,Texas,Lightning,1962,6,492,49706,44,22,19
USA,Oregon,Lightning,1962,10,334,77761,21,11,66
Brazil,Amazonas,Human,1962,10,22,79344,22,78,33
Brazil,Mato Grosso,Human,1962,5,106,80306,34,19,7
Greece,Athens,Climate Change,1962,10,125,68002,29,86,14
Greece,Crete,Human,1962,10,480,20526,15,93,67
Australia,New South Wales,Human,1962,10,36,68848,46,60,25
Australia,Victoria,Climate Change,1962,7,264,16187,48,25,31
Portugal,Lisbon,Deforestation,1962,6,152,13043,39,27,60
Portugal,Porto,Human,1962,5,357,33266,48,85,53
Italy,Sicily,Unknown,1962,6,173,50959,27,72,8
Italy,Sardinia,Human,1962,10,13,56890,47,88,5
Russia,Siberia,Deforestation,1962,5,110,34693,35,92,65
Russia,Far East,Human,1962,5,315,61164,35,64,14
Canada,British Columbia,Unknown,1962,7,456,52814,21,30,25
Canada,Alberta,Climate Change,1962,7,270,52040,33,55,20
France,Corsica,Climate Change,1962,8,312,11065,44,50,22
France,Provence,Lightning,1962,7,384,49992,32,63,49
China,Yunnan,Climate Change,1962,8,219,37217,37,57,26
China,Sichuan,Climate Change,1962,10,392,59713,28,60,48
India,Madhya Pradesh,Human,1962,6,39,6460,46,28,8
India,Assam,Lightning,1962,9,130,71111,45,78,27
Turkey,Mugla,Deforestation,1963,10,336,2435,47,56,21
Turkey,Antalya,Unknown,1963,5,428,68912,36,86,49
Turkey,Izmir,Deforestation,1963,9,431,26355,48,7,69
Spain,Catalonia,Unknown,1963,10,393,5869,43,35,67
Spain,Andalusia,Climate Change,1963,8,351,88488,41,91,34
USA,California,Unknown,1963,8,191,50488,45,92,50
USA,Texas,Human,1963,9,334,23188,16,67,26
USA,Oregon,Human,1963,8,183,90606,16,74,30
Brazil,Amazonas,Climate Change,1963,9,461,56895,22,24,28
Brazil,Mato Grosso,Unknown,1963,10,345,88736,37,74,4
Greece,Athens,Unknown,1963,9,461,10346,18,9,12
Greece,Crete,Lightning,1963,9,19,91171,27,11,7
Australia,New South Wales,Human,1963,6,34,97913,42,88,40
Australia,Victoria,Lightning,1963,7,393,79652,17,44,44
Portugal,Lisbon,Lightning,1963,5,410,24225,32,52,10
Portugal,Porto,Deforestation,1963,5,239,75756,16,18,39
Italy,Sicily,Climate Change,1963,6,20,58328,25,10,4
Italy,Sardinia,Deforestation,1963,10,70,78403,36,71,32
Russia,Siberia,Human,1963,5,258,43067,29,41,28
Russia,Far East,Unknown,1963,10,436,50255,17,34,67
Canada,British Columbia,Deforestation,1963,6,36,87000,28,7,47
Canada,Alberta,Deforestation,1963,7,488,36276,24,67,41
France,Corsica,Lightning,1963,6,327,23498,23,50,56
France,Provence,Human,1963,10,335,72223,40,31,39
China,Yunnan,Climate Change,1963,10,30,53305,49,70,52
China,Sichuan,Unknown,1963,5,406,28430,17,86,8
India,Madhya Pradesh,Climate Change,1963,5,394,21429,36,43,52
India,Assam,Unknown,1963,5,231,4858,38,66,41
Turkey,Mugla,Human,1964,10,494,41962,38,6,34
Turkey,Antalya,Climate Change,1964,9,121,92824,23,10,52
Turkey,Izmir,Deforestation,1964,9,238,46554,32,57,20
Spain,Catalonia,Lightning,1964,9,29,92654,31,40,22
Spain,Andalusia,Human,1964,6,192,83445,28,12,67
USA,California,Lightning,1964,7,83,543,15,89,43
USA,Texas,Unknown,1964,5,484,93849,44,11,23
USA,Oregon,Lightning,1964,5,182,88976,22,14,15
Brazil,Amazonas,Deforestation,1964,10,127,61783,20,25,63
Brazil,Mato Grosso,Lightning,1964,5,407,9147,49,66,54
Greece,Athens,Unknown,1964,10,422,95353,24,70,9
Greece,Crete,Deforestation,1964,5,127,78985,42,14,46
Australia,New South Wales,Human,1964,5,486,11430,19,14,13
Australia,Victoria,Climate Change,1964,6,62,17144,15,7,65
Portugal,Lisbon,Human,1964,5,76,36468,46,74,22
Portugal,Porto,Human,1964,10,287,97899,42,83,67
Italy,Sicily,Lightning,1964,6,346,56661,47,11,4
Italy,Sardinia,Unknown,1964,10,432,49312,27,20,6
Russia,Siberia,Lightning,1964,8,477,73609,40,63,45
Russia,Far East,Human,1964,7,222,27290,22,8,54
Canada,British Columbia,Deforestation,1964,6,297,85140,33,5,30
Canada,Alberta,Human,1964,5,123,37655,37,9,58
France,Corsica,Human,1964,6,138,23316,27,80,5
France,Provence,Climate Change,1964,10,332,89123,45,41,46
China,Yunnan,Human,1964,6,239,15115,43,9,29
China,Sichuan,Climate Change,1964,9,364,66740,23,6,64
India,Madhya Pradesh,Lightning,1964,7,120,47828,17,55,57
India,Assam,Lightning,1964,5,14,92821,40,5,58
Turkey,Mugla,Lightning,1965,10,194,43049,15,66,57
Turkey,Antalya,Unknown,1965,7,21,95714,31,93,63
Turkey,Izmir,Human,1965,5,400,15424,39,15,61
Spain,Catalonia,Climate Change,1965,8,338,28049,31,70,37
Spain,Andalusia,Human,1965,6,267,12403,18,33,57
USA,California,Human,1965,10,133,66146,17,69,66
USA,Texas,Human,1965,9,497,15683,36,58,5
USA,Oregon,Human,1965,8,221,31215,29,78,53
Brazil,Amazonas,Lightning,1965,9,464,96676,32,51,67
Brazil,Mato Grosso,Lightning,1965,5,460,5497,40,13,22
Greece,Athens,Human,1965,8,451,1230,21,28,52
Greece,Crete,Unknown,1965,6,147,19974,42,43,5
Australia,New South Wales,Deforestation,1965,6,266,44753,24,71,16
Australia,Victoria,Deforestation,1965,5,223,53206,26,92,25
Portugal,Lisbon,Deforestation,1965,7,308,98817,48,31,65
Portugal,Porto,Climate Change,1965,5,356,10151,22,26,8
Italy,Sicily,Climate Change,1965,10,306,26241,30,83,6
Italy,Sardinia,Lightning,1965,7,27,14112,19,27,26
Russia,Siberia,Unknown,1965,9,6,94585,44,23,54
Russia,Far East,Lightning,1965,9,347,31895,47,11,2
Canada,British Columbia,Climate Change,1965,6,427,17526,38,73,66
Canada,Alberta,Lightning,1965,5,259,83614,47,36,60
France,Corsica,Lightning,1965,8,361,99372,25,23,55
France,Provence,Unknown,1965,5,46,48069,16,87,39
China,Yunnan,Lightning,1965,6,109,56931,44,79,21
China,Sichuan,Human,1965,8,408,50402,22,19,64
India,Madhya Pradesh,Climate Change,1965,7,281,90984,49,89,69
India,Assam,Human,1965,5,436,48051,45,94,63
Turkey,Mugla,Human,1966,8,423,28457,35,84,40
Turkey,Antalya,Unknown,1966,6,494,55516,29,10,67
Turkey,Izmir,Human,1966,5,96,13540,42,24,49
Spain,Catalonia,Deforestation,1966,5,222,60054,39,78,42
Spain,Andalusia,Climate Change,1966,9,16,48820,28,38,49
USA,California,Human,1966,9,213,54918,29,23,43
USA,Texas,Climate Change,1966,9,407,13518,26,87,48
USA,Oregon,Unknown,1966,8,40,17633,32,55,44
Brazil,Amazonas,Human,1966,6,244,24260,32,65,58
Brazil,Mato Grosso,Human,1966,9,113,83560,38,68,60
Greece,Athens,Climate Change,1966,10,421,11373,47,91,12
Greece,Crete,Lightning,1966,6,25,72536,39,51,48
Australia,New South Wales,Lightning,1966,8,236,44875,20,70,5
Australia,Victoria,Human,1966,9,213,97794,40,5,13
Portugal,Lisbon,Lightning,1966,9,123,35355,34,70,37
Portugal,Porto,Climate Change,1966,10,410,1743,46,63,21
Italy,Sicily,Lightning,1966,8,386,55538,17,9,57
Italy,Sardinia,Lightning,1966,10,423,34521,15,87,8
Russia,Siberia,Human,1966,8,336,99639,44,63,62
Russia,Far East,Human,1966,9,99,82805,33,8,66
Canada,British Columbia,Lightning,1966,5,127,32498,36,22,3
Canada,Alberta,Lightning,1966,8,280,34726,49,30,58
France,Corsica,Deforestation,1966,9,201,8933,34,66,35
France,Provence,Unknown,1966,6,250,46747,39,88,26
China,Yunnan,Deforestation,1966,9,402,85071,26,73,64
China,Sichuan,Deforestation,1966,6,442,67009,38,34,38
India,Madhya Pradesh,Deforestation,1966,5,383,55576,28,27,51
India,Assam,Unknown,1966,9,187,11034,47,58,62
Turkey,Mugla,Climate Change,1967,10,343,74590,45,22,45
Turkey,Antalya,Human,1967,10,409,41746,18,73,42
Turkey,Izmir,Climate Change,1967,9,334,88371,35,49,46
Spain,Catalonia,Deforestation,1967,8,88,23312,19,36,7
Spain,Andalusia,Climate Change,1967,10,286,17776,19,29,14
USA,California,Unknown,1967,8,251,26539,23,25,62
USA,Texas,Lightning,1967,8,467,34941,25,41,12
USA,Oregon,Lightning,1967,7,354,29878,37,57,66
Brazil,Amazonas,Unknown,1967,7,455,88831,44,62,55
Brazil,Mato Grosso,Human,1967,9,373,17929,22,76,20
Greece,Athens,Deforestation,1967,9,45,75632,33,30,54
Greece,Crete,Human,1967,7,425,75603,42,56,55
Australia,New South Wales,Climate Change,1967,7,247,99523,22,18,4
Australia,Victoria,Deforestation,1967,9,175,75776,45,67,27
Portugal,Lisbon,Unknown,1967,6,86,45267,47,7,5
Portugal,Porto,Deforestation,1967,8,264,2156,31,21,21
Italy,Sicily,Deforestation,1967,10,282,46615,17,92,9
Italy,Sardinia,Lightning,1967,10,349,28255,43,44,66
Russia,Siberia,Human,1967,8,25,25674,40,13,21
Russia,Far East,Unknown,1967,7,296,81997,23,26,2
Canada,British Columbia,Deforestation,1967,9,461,95112,22,17,44
Canada,Alberta,Human,1967,8,297,69954,43,92,22
France,Corsica,Lightning,1967,5,333,33293,16,72,9
France,Provence,Lightning,1967,9,18,83320,32,49,65
China,Yunnan,Human,1967,6,164,10831,47,56,19
China,Sichuan,Human,1967,7,400,97046,45,14,53
India,Madhya Pradesh,Climate Change,1967,6,375,96806,46,33,23
India,Assam,Deforestation,1967,8,458,73504,43,85,32
Turkey,Mugla,Human,1968,9,166,30947,18,6,13
Turkey,Antalya,Climate Change,1968,7,202,10449,49,52,16
Turkey,Izmir,Human,1968,9,138,338,18,26,33
Spain,Catalonia,Unknown,1968,7,26,75985,36,13,35
Spain,Andalusia,Climate Change,1968,8,77,65010,34,76,59
USA,California,Human,1968,8,375,52086,30,79,9
USA,Texas,Lightning,1968,5,78,94561,49,47,51
USA,Oregon,Unknown,1968,7,236,43678,20,51,15
Brazil,Amazonas,Climate Change,1968,6,211,66050,31,55,30
Brazil,Mato Grosso,Lightning,1968,5,496,15331,26,29,62
Greece,Athens,Human,1968,5,73,85583,45,7,68
Greece,Crete,Unknown,1968,6,182,4852,24,70,25
Australia,New South Wales,Lightning,1968,7,475,70659,33,70,61
Australia,Victoria,Climate Change,1968,7,454,82546,49,73,28
Portugal,Lisbon,Human,1968,10,498,10208,31,46,41
Portugal,Porto,Unknown,1968,10,459,74793,15,83,53
Italy,Sicily,Climate Change,1968,7,123,51624,31,57,53
Italy,Sardinia,Lightning,1968,10,126,14720,15,33,37
Russia,Siberia,Climate Change,1968,7,169,37696,46,56,13
Russia,Far East,Lightning,1968,8,133,97012,21,21,60
Canada,British Columbia,Deforestation,1968,7,289,20601,43,54,31
Canada,Alberta,Climate Change,1968,9,380,31549,34,27,69
France,Corsica,Deforestation,1968,9,25,20084,28,63,51
France,Provence,Human,1968,8,294,11728,20,73,8
China,Yunnan,Human,1968,5,465,90073,27,47,28
China,Sichuan,Human,1968,8,391,12189,47,21,46
India,Madhya Pradesh,Deforestation,1968,10,105,31515,38,33,55
India,Assam,Climate Change,1968,7,106,74968,37,35,37
Turkey,Mugla,Climate Change,1969,5,193,67975,29,56,50
Turkey,Antalya,Human,1969,10,383,69101,34,48,42
Turkey,Izmir,Lightning,1969,8,498,29469,20,72,64
Spain,Catalonia,Deforestation,1969,6,155,60112,45,48,53
Spain,Andalusia,Lightning,1969,7,160,305,41,55,61
USA,California,Deforestation,1969,10,78,19604,23,72,16
USA,Texas,Human,1969,7,52,79019,15,11,54
USA,Oregon,Human,1969,6,272,92051,21,7,64
Brazil,Amazonas,Deforestation,1969,10,483,83401,44,85,19
Brazil,Mato Grosso,Climate Change,1969,10,65,19675,40,44,9
Greece,Athens,Deforestation,1969,9,481,77432,45,31,28
Greece,Crete,Human,1969,5,445,83140,40,48,44
Australia,New South Wales,Unknown,1969,9,453,37175,31,19,35
Australia,Victoria,Lightning,1969,6,340,69223,39,83,29
Portugal,Lisbon,Lightning,1969,5,390,74100,24,13,32
Portugal,Porto,Human,1969,6,92,98422,24,59,29
Italy,Sicily,Deforestation,1969,10,116,43839,15,7,53
Italy,Sardinia,Lightning,1969,6,25,18312,23,48,40
Russia,Siberia,Lightning,1969,9,29,6043,40,68,53
Russia,Far East,Lightning,1969,5,372,60140,24,77,63
Canada,British Columbia,Unknown,1969,6,487,40254,45,23,39
Canada,Alberta,Climate Change,1969,10,403,50496,19,82,54
France,Corsica,Unknown,1969,6,66,23674,33,92,48
France,Provence,Human,1969,7,312,13435,39,50,65
China,Yunnan,Unknown,1969,8,182,76894,36,60,60
China,Sichuan,Lightning,1969,9,442,54799,22,61,48
India,Madhya Pradesh,Unknown,1969,8,381,19452,29,55,54
India,Assam,Climate Change,1969,6,128,80976,22,81,22
Turkey,Mugla,Deforestation,1970,8,368,54612,21,94,57
Turkey,Antalya,Unknown,1970,5,302,74234,29,57,17
Turkey,Izmir,Lightning,1970,9,150,70135,37,67,4
Spain,Catalonia,Human,1970,10,491,48850,15,26,15
Spain,Andalusia,Human,1970,8,473,68419,35,8,4
USA,California,Lightning,1970,5,290,68482,33,24,55
USA,Texas,Human,1970,7,492,7649,29,42,24
USA,Oregon,Unknown,1970,8,198,94620,49,78,15
Brazil,Amazonas,Deforestation,1970,7,250,99441,47,56,2
Brazil,Mato Grosso,Lightning,1970,6,23,32507,18,40,59
Greece,Athens,Deforestation,1970,5,363,95061,34,78,63
Greece,Crete,Deforestation,1970,6,282,45267,25,93,49
Australia,New South Wales,Climate Change,1970,5,147,70787,17,8,31
